RSA,ZCTA,RSA_Name,CMS_region,CMS_office
A0001,01001,"MA, Springfield [Urban core]",I,Boston
A0001,01007,"MA, Springfield [Urban core]",I,Boston
A0001,01008,"MA, Springfield [Urban core]",I,Boston
A0001,01009,"MA, Springfield [Urban core]",I,Boston
A0001,01010,"MA, Springfield [Urban core]",I,Boston
A0001,01011,"MA, Springfield [Urban core]",I,Boston
A0001,01013,"MA, Springfield [Urban core]",I,Boston
A0001,01020,"MA, Springfield [Urban core]",I,Boston
A0001,01022,"MA, Springfield [Urban core]",I,Boston
A0001,01028,"MA, Springfield [Urban core]",I,Boston
A0001,01030,"MA, Springfield [Urban core]",I,Boston
A0001,01031,"MA, Springfield [Urban core]",I,Boston
A0001,01033,"MA, Springfield [Urban core]",I,Boston
A0001,01034,"MA, Springfield [Urban core]",I,Boston
A0001,01036,"MA, Springfield [Urban core]",I,Boston
A0001,01037,"MA, Springfield [Urban core]",I,Boston
A0001,01040,"MA, Springfield [Urban core]",I,Boston
A0001,01056,"MA, Springfield [Urban core]",I,Boston
A0001,01057,"MA, Springfield [Urban core]",I,Boston
A0001,01069,"MA, Springfield [Urban core]",I,Boston
A0001,01071,"MA, Springfield [Urban core]",I,Boston
A0001,01075,"MA, Springfield [Urban core]",I,Boston
A0001,01077,"MA, Springfield [Urban core]",I,Boston
A0001,01079,"MA, Springfield [Urban core]",I,Boston
A0001,01080,"MA, Springfield [Urban core]",I,Boston
A0001,01081,"MA, Springfield [Urban core]",I,Boston
A0001,01082,"MA, Springfield [Urban core]",I,Boston
A0001,01085,"MA, Springfield [Urban core]",I,Boston
A0001,01089,"MA, Springfield [Urban core]",I,Boston
A0001,01095,"MA, Springfield [Urban core]",I,Boston
A0001,01097,"MA, Springfield [Urban core]",I,Boston
A0001,01103,"MA, Springfield [Urban core]",I,Boston
A0001,01104,"MA, Springfield [Urban core]",I,Boston
A0001,01105,"MA, Springfield [Urban core]",I,Boston
A0001,01106,"MA, Springfield [Urban core]",I,Boston
A0001,01107,"MA, Springfield [Urban core]",I,Boston
A0001,01108,"MA, Springfield [Urban core]",I,Boston
A0001,01109,"MA, Springfield [Urban core]",I,Boston
A0001,01118,"MA, Springfield [Urban core]",I,Boston
A0001,01119,"MA, Springfield [Urban core]",I,Boston
A0001,01128,"MA, Springfield [Urban core]",I,Boston
A0001,01129,"MA, Springfield [Urban core]",I,Boston
A0001,01151,"MA, Springfield [Urban core]",I,Boston
A0001,01199,"MA, Springfield [Urban core]",I,Boston
A0001,01531,"MA, Springfield [Urban core]",I,Boston
A0002,01002,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01003,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01012,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01026,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01027,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01032,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01035,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01038,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01039,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01050,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01053,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01054,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01060,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01062,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01063,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01066,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01070,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01072,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01073,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01084,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01088,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01096,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01098,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01355,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0002,01373,"MA, Amherst Town-Northampton [Urban core]",I,Boston
A0003,01005,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01074,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01094,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01331,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01364,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01366,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01368,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01378,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01379,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01430,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01436,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01438,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01440,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01452,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01468,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01473,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0003,01475,"MA, Worcester County [Urban core] [Central] One",I,Boston
A0004,01029,"MA, Pittsfield [Urban core]",I,Boston
A0004,01201,"MA, Pittsfield [Urban core]",I,Boston
A0004,01220,"MA, Pittsfield [Urban core]",I,Boston
A0004,01222,"MA, Pittsfield [Urban core]",I,Boston
A0004,01223,"MA, Pittsfield [Urban core]",I,Boston
A0004,01224,"MA, Pittsfield [Urban core]",I,Boston
A0004,01225,"MA, Pittsfield [Urban core]",I,Boston
A0004,01226,"MA, Pittsfield [Urban core]",I,Boston
A0004,01230,"MA, Pittsfield [Urban core]",I,Boston
A0004,01235,"MA, Pittsfield [Urban core]",I,Boston
A0004,01236,"MA, Pittsfield [Urban core]",I,Boston
A0004,01237,"MA, Pittsfield [Urban core]",I,Boston
A0004,01238,"MA, Pittsfield [Urban core]",I,Boston
A0004,01240,"MA, Pittsfield [Urban core]",I,Boston
A0004,01242,"MA, Pittsfield [Urban core]",I,Boston
A0004,01243,"MA, Pittsfield [Urban core]",I,Boston
A0004,01244,"MA, Pittsfield [Urban core]",I,Boston
A0004,01245,"MA, Pittsfield [Urban core]",I,Boston
A0004,01247,"MA, Pittsfield [Urban core]",I,Boston
A0004,01253,"MA, Pittsfield [Urban core]",I,Boston
A0004,01254,"MA, Pittsfield [Urban core]",I,Boston
A0004,01255,"MA, Pittsfield [Urban core]",I,Boston
A0004,01256,"MA, Pittsfield [Urban core]",I,Boston
A0004,01257,"MA, Pittsfield [Urban core]",I,Boston
A0004,01258,"MA, Pittsfield [Urban core]",I,Boston
A0004,01259,"MA, Pittsfield [Urban core]",I,Boston
A0004,01260,"MA, Pittsfield [Urban core]",I,Boston
A0004,01262,"MA, Pittsfield [Urban core]",I,Boston
A0004,01264,"MA, Pittsfield [Urban core]",I,Boston
A0004,01266,"MA, Pittsfield [Urban core]",I,Boston
A0004,01267,"MA, Pittsfield [Urban core]",I,Boston
A0004,01270,"MA, Pittsfield [Urban core]",I,Boston
A0004,01343,"MA, Pittsfield [Urban core]",I,Boston
A0004,01350,"MA, Pittsfield [Urban core]",I,Boston
A0004,05352,"MA, Pittsfield [Urban core]",I,Boston
A0005,01083,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01092,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01420,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01431,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01432,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01434,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01450,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01451,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01453,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01460,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01462,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01463,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01464,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01469,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01474,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01501,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01503,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01504,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01506,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01507,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01510,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01515,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01516,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01518,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01519,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01521,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01523,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01529,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01532,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01534,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01535,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01537,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01540,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01550,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01561,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01564,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01566,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01568,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01569,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01570,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01571,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01581,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01585,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01588,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01701,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01702,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01718,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01719,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01720,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01721,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01740,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01742,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01745,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01746,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01747,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01748,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01749,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01752,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01754,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01756,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01757,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01760,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01770,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01772,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01773,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01775,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01776,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01778,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01824,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01826,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01827,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01850,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01851,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01852,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01854,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01863,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01876,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01879,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,01886,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,02019,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,02026,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,02030,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,02038,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,02052,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,02053,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,02054,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,02090,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,02492,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0005,02494,"MA, Middlesex County [Urban core] [Central] One",I,Boston
A0006,01301,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01330,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01337,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01338,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01339,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01340,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01341,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01342,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01344,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01346,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01347,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01349,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01351,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01354,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01360,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01367,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01370,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01375,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0006,01376,"MA, Springfield-Amherst Town-Northampton [Suburban]",I,Boston
A0007,01068,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01505,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01520,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01522,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01524,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01527,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01536,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01541,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01542,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01543,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01545,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01560,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01562,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01583,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01590,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01602,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01603,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01604,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01605,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01606,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01607,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01608,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01609,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01610,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01611,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0007,01612,"MA, Worcester County [Urban core] [Central] Two",I,Boston
A0008,01730,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01731,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01741,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01801,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01803,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01821,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01862,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01864,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01867,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01880,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01887,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01890,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01901,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01902,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01904,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01905,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01906,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01907,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01908,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01915,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01921,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01923,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01929,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01930,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01938,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01940,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01944,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01945,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01949,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01960,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01966,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01969,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01970,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01982,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01983,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,01984,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02108,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02109,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02110,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02111,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02113,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02114,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02115,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02116,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02118,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02119,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02120,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02121,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02122,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02124,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02125,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02126,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02127,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02128,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02129,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02130,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02131,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02132,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02134,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02135,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02136,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02138,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02139,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02140,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02141,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02142,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02143,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02144,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02145,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02148,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02149,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02150,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02151,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02152,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02155,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02163,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02176,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02180,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02199,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02203,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02210,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02215,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02420,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02421,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02445,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02446,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02451,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02452,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02453,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02458,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02459,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02460,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02461,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02462,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02464,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02465,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02466,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02467,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02468,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02472,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02474,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02476,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02478,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02481,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02482,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0008,02493,"MA, Middlesex County [Urban core] [Central] Two",I,Boston
A0009,01810,"MA, Essex County [Urban core]",I,Boston
A0009,01830,"MA, Essex County [Urban core]",I,Boston
A0009,01832,"MA, Essex County [Urban core]",I,Boston
A0009,01833,"MA, Essex County [Urban core]",I,Boston
A0009,01834,"MA, Essex County [Urban core]",I,Boston
A0009,01835,"MA, Essex County [Urban core]",I,Boston
A0009,01840,"MA, Essex County [Urban core]",I,Boston
A0009,01841,"MA, Essex County [Urban core]",I,Boston
A0009,01843,"MA, Essex County [Urban core]",I,Boston
A0009,01844,"MA, Essex County [Urban core]",I,Boston
A0009,01845,"MA, Essex County [Urban core]",I,Boston
A0009,01860,"MA, Essex County [Urban core]",I,Boston
A0009,01913,"MA, Essex County [Urban core]",I,Boston
A0009,01922,"MA, Essex County [Urban core]",I,Boston
A0009,01950,"MA, Essex County [Urban core]",I,Boston
A0009,01951,"MA, Essex County [Urban core]",I,Boston
A0009,01952,"MA, Essex County [Urban core]",I,Boston
A0009,01985,"MA, Essex County [Urban core]",I,Boston
A0009,03865,"MA, Essex County [Urban core]",I,Boston
A0010,02021,"MA, Norfolk County [Urban core]",I,Boston
A0010,02032,"MA, Norfolk County [Urban core]",I,Boston
A0010,02035,"MA, Norfolk County [Urban core]",I,Boston
A0010,02048,"MA, Norfolk County [Urban core]",I,Boston
A0010,02056,"MA, Norfolk County [Urban core]",I,Boston
A0010,02062,"MA, Norfolk County [Urban core]",I,Boston
A0010,02067,"MA, Norfolk County [Urban core]",I,Boston
A0010,02071,"MA, Norfolk County [Urban core]",I,Boston
A0010,02072,"MA, Norfolk County [Urban core]",I,Boston
A0010,02081,"MA, Norfolk County [Urban core]",I,Boston
A0010,02093,"MA, Norfolk County [Urban core]",I,Boston
A0010,02169,"MA, Norfolk County [Urban core]",I,Boston
A0010,02170,"MA, Norfolk County [Urban core]",I,Boston
A0010,02171,"MA, Norfolk County [Urban core]",I,Boston
A0010,02186,"MA, Norfolk County [Urban core]",I,Boston
A0010,02301,"MA, Norfolk County [Urban core]",I,Boston
A0010,02302,"MA, Norfolk County [Urban core]",I,Boston
A0010,02322,"MA, Norfolk County [Urban core]",I,Boston
A0010,02324,"MA, Norfolk County [Urban core]",I,Boston
A0010,02330,"MA, Norfolk County [Urban core]",I,Boston
A0010,02332,"MA, Norfolk County [Urban core]",I,Boston
A0010,02333,"MA, Norfolk County [Urban core]",I,Boston
A0010,02338,"MA, Norfolk County [Urban core]",I,Boston
A0010,02341,"MA, Norfolk County [Urban core]",I,Boston
A0010,02346,"MA, Norfolk County [Urban core]",I,Boston
A0010,02347,"MA, Norfolk County [Urban core]",I,Boston
A0010,02351,"MA, Norfolk County [Urban core]",I,Boston
A0010,02356,"MA, Norfolk County [Urban core]",I,Boston
A0010,02360,"MA, Norfolk County [Urban core]",I,Boston
A0010,02364,"MA, Norfolk County [Urban core]",I,Boston
A0010,02367,"MA, Norfolk County [Urban core]",I,Boston
A0010,02368,"MA, Norfolk County [Urban core]",I,Boston
A0010,02375,"MA, Norfolk County [Urban core]",I,Boston
A0010,02379,"MA, Norfolk County [Urban core]",I,Boston
A0010,02382,"MA, Norfolk County [Urban core]",I,Boston
